CDH3_Domain1	CDH17_Domain6	54	7
CDH3_Domain1	CDH17_Domain5	40	-4
CDH9_Domain3	CDH17_Domain6	49	0
CDH9_Domain3	CDH17_Domain3	39	13
CDH9_Domain3	CDH17_Domain4	32	0
CELSR1_Domain8	CDH17_Domain6	43	1
CELSR1_Domain8	CDH17_Domain2	39	0
CELSR1_Domain8	CDH17_Domain3	34	6
DCHS1_Domain22	CDH17_Domain5	34	-10
FAT2_Domain29	CDH17_Domain1	52	6
FAT2_Domain29	CDH17_Domain4	39	-9
FAT2_Domain29	CDH17_Domain5	37	-5
FAT2_Domain29	CDH17_Domain6	19	0
PCDH11X_Domain7	CDH17_Domain1	27	17
PCDH18_Domain2	CDH17_Domain1	64	12
PCDH18_Domain2	CDH17_Domain3	39	13
PCDH9_Domain3	CDH17_Domain4	29	-3
PCDHA13_Domain4	CDH17_Domain1	58	8
PCDHA13_Domain4	CDH17_Domain3	47	9
PCDHB1_Domain2	CDH17_Domain3	66	9
PCDHB14_Domain4	CDH17_Domain1	70	3
CDH15_Domain3	CDH17_Domain5	102	-2
CDH15_Domain3	CDH17_Domain4	43	-1
CDH22_Domain2	CDH17_Domain5	53	-1
CDH22_Domain2	CDH17_Domain6	49	8
CDH22_Domain2	CDH17_Domain3	39	13
CDH22_Domain2	CDH17_Domain2	37	-6
CDH3_Domain2	CDH17_Domain4	90	1
CDH3_Domain2	CDH17_Domain6	44	0
CDH3_Domain2	CDH17_Domain2	36	0
CDH9_Domain4	CDH17_Domain1	75	8
CDH9_Domain4	CDH17_Domain6	45	0
CDH9_Domain4	CDH17_Domain4	40	0
CELSR1_Domain9	CDH17_Domain4	32	0
CELSR1_Domain9	CDH17_Domain6	23	0
CELSR1_Domain9	CDH17_Domain1	18	0
DCHS1_Domain23	CDH17_Domain5	40	-1
DCHS1_Domain23	CDH17_Domain3	29	10
FAT2_Domain30	CDH17_Domain6	85	4
FAT2_Domain30	CDH17_Domain3	81	9
FAT2_Domain30	CDH17_Domain1	77	8
FAT2_Domain30	CDH17_Domain5	48	-1
PCDH11Y_Domain1	CDH17_Domain6	35	13
PCDH18_Domain3	CDH17_Domain1	55	11
PCDH18_Domain3	CDH17_Domain3	46	12
PCDH9_Domain4	CDH17_Domain6	59	4
PCDH9_Domain4	CDH17_Domain3	56	9
PCDHA13_Domain5	CDH17_Domain3	77	14
PCDHA13_Domain5	CDH17_Domain5	32	-1
PCDHA7_Domain1	CDH17_Domain3	54	8
PCDHA7_Domain1	CDH17_Domain1	48	7
PCDHA7_Domain1	CDH17_Domain4	38	-5
PCDHB1_Domain3	CDH17_Domain3	46	9
PCDHB1_Domain3	CDH17_Domain5	40	-5
PCDHB1_Domain3	CDH17_Domain7	19	0
PCDHB14_Domain5	CDH17_Domain6	80	5
SPTAN1_Domain1	CDH17_Domain1	28	0
AKT1_Domain3	CDH17_Domain3	23	-63
CDH15_Domain4	CDH17_Domain6	46	3
CDH22_Domain3	CDH17_Domain5	53	-1
CDH22_Domain3	CDH17_Domain4	42	0
CDH3_Domain3	CDH17_Domain5	82	-2
CDH9_Domain5	CDH17_Domain5	36	0
CELSR3_Domain1	CDH17_Domain1	60	11
DCHS1_Domain24	CDH17_Domain1	68	23
DCHS1_Domain24	CDH17_Domain3	61	24
DCHS1_Domain24	CDH17_Domain5	52	-1
DCHS1_Domain24	CDH17_Domain4	39	8
FAT1_Domain6	CDH17_Domain6	86	4
FAT1_Domain6	CDH17_Domain3	64	9
FAT1_Domain6	CDH17_Domain1	45	8
FAT1_Domain6	CDH17_Domain4	34	0
FAT1_Domain6	CDH17_Domain5	33	-7
FAT2_Domain31	CDH17_Domain5	41	-1
FAT2_Domain31	CDH17_Domain6	36	0
PCDH11Y_Domain2	CDH17_Domain3	61	14
PCDH11Y_Domain2	CDH17_Domain1	48	13
PCDH11Y_Domain2	CDH17_Domain7	33	3
PCDH18_Domain4	CDH17_Domain6	89	4
PCDH18_Domain4	CDH17_Domain3	71	9
PCDH18_Domain4	CDH17_Domain1	64	8
PCDH9_Domain5	CDH17_Domain3	71	7
PCDH9_Domain5	CDH17_Domain4	41	0
PCDH9_Domain5	CDH17_Domain6	25	0
PCDHA13_Domain6	CDH17_Domain6	38	-2
PCDHA13_Domain6	CDH17_Domain3	31	3
PCDHA7_Domain2	CDH17_Domain7	45	2
PCDHA7_Domain2	CDH17_Domain3	40	13
PCDHB1_Domain4	CDH17_Domain6	81	4
PCDHB1_Domain4	CDH17_Domain3	69	9
PCDHB1_Domain4	CDH17_Domain1	67	8
PCDHB1_Domain4	CDH17_Domain4	18	38
PCDHB5_Domain2	CDH17_Domain1	75	8
SMARCA2_Domain4	CDH17_Domain3	33	39
WWC1_Domain3	CDH17_Domain7	35	48
CDH15_Domain5	CDH17_Domain7	52	2
CDH22_Domain4	CDH17_Domain1	66	8
CDH22_Domain4	CDH17_Domain4	55	0
CDH22_Domain4	CDH17_Domain6	52	0
CDH22_Domain4	CDH17_Domain5	42	-7
CDH22_Domain4	CDH17_Domain3	39	9
CDH3_Domain4	CDH17_Domain6	77	2
CDH3_Domain4	CDH17_Domain4	48	0
CDHR1_Domain1	CDH17_Domain6	49	0
CDHR1_Domain1	CDH17_Domain5	43	-1
CELSR3_Domain2	CDH17_Domain2	51	2
CELSR3_Domain2	CDH17_Domain5	48	-1
CELSR3_Domain2	CDH17_Domain3	43	16
CELSR3_Domain2	CDH17_Domain4	26	-2
DCHS1_Domain25	CDH17_Domain1	49	7
DCHS1_Domain25	CDH17_Domain5	49	-1
FAT1_Domain7	CDH17_Domain3	46	9
FAT1_Domain7	CDH17_Domain6	39	4
FAT1_Domain7	CDH17_Domain2	30	0
FAT2_Domain32	CDH17_Domain4	38	0
FAT2_Domain32	CDH17_Domain6	26	0
PCDH11Y_Domain3	CDH17_Domain3	43	12
PCDH11Y_Domain3	CDH17_Domain5	39	-4
PCDH18_Domain5	CDH17_Domain1	19	0
PCDH9_Domain6	CDH17_Domain4	37	-6
PCDHA2_Domain1	CDH17_Domain3	55	8
PCDHA2_Domain1	CDH17_Domain1	47	7
PCDHA2_Domain1	CDH17_Domain4	43	-5
PCDHA2_Domain1	CDH17_Domain6	24	-3
PCDHA7_Domain3	CDH17_Domain3	56	12
PCDHA7_Domain3	CDH17_Domain1	52	11
PCDHA7_Domain3	CDH17_Domain6	37	0
PCDHB1_Domain5	CDH17_Domain1	59	9
PCDHB15_Domain1	CDH17_Domain3	33	3
PCDHB5_Domain3	CDH17_Domain6	61	1
PCDHB5_Domain3	CDH17_Domain1	50	5
PCDHB5_Domain3	CDH17_Domain3	37	4
PCDHB5_Domain3	CDH17_Domain5	37	-10
CDH16_Domain1	CDH17_Domain1	92	5
CDH16_Domain1	CDH17_Domain3	59	6
CDH16_Domain1	CDH17_Domain4	35	-7
CDH22_Domain5	CDH17_Domain4	35	0
CDHR1_Domain2	CDH17_Domain6	35	-34
CDHR1_Domain2	CDH17_Domain1	33	8
CELSR3_Domain3	CDH17_Domain6	90	4
CELSR3_Domain3	CDH17_Domain7	64	-2
CELSR3_Domain3	CDH17_Domain4	51	-3
CELSR3_Domain3	CDH17_Domain3	49	9
CELSR3_Domain3	CDH17_Domain5	38	-3
CELSR3_Domain3	CDH17_Domain1	37	9
DCHS1_Domain26	CDH17_Domain6	43	8
FAT1_Domain8	CDH17_Domain6	44	0
FAT1_Domain8	CDH17_Domain4	41	-4
FAT1_Domain8	CDH17_Domain5	39	-8
PCDH11Y_Domain4	CDH17_Domain3	58	9
PCDH11Y_Domain4	CDH17_Domain1	56	8
PCDH11Y_Domain4	CDH17_Domain6	26	0
PCDH9_Domain7	CDH17_Domain6	41	4
PCDH9_Domain7	CDH17_Domain5	30	-3
PCDHA2_Domain2	CDH17_Domain1	83	-11
PCDHA2_Domain2	CDH17_Domain3	59	-10
PCDHA2_Domain2	CDH17_Domain7	37	-21
PCDHA7_Domain4	CDH17_Domain1	65	8
PCDHA7_Domain4	CDH17_Domain3	53	9
PCDHB15_Domain2	CDH17_Domain7	36	-2
PCDHB5_Domain4	CDH17_Domain1	65	3
PCDHB5_Domain4	CDH17_Domain3	42	4
PCDHB5_Domain4	CDH17_Domain2	35	-13
ATM_Domain1	CDH17_Domain3	32	482
CDH16_Domain2	CDH17_Domain2	149	-2
CDH16_Domain2	CDH17_Domain4	74	-4
CDH16_Domain2	CDH17_Domain5	61	-5
CDH23_Domain1	CDH17_Domain3	53	6
CDH23_Domain1	CDH17_Domain1	46	2
CDH23_Domain1	CDH17_Domain5	41	-10
CDH4_Domain1	CDH17_Domain1	107	11
CDH4_Domain1	CDH17_Domain3	95	12
CDHR1_Domain3	CDH17_Domain1	49	10
CDHR1_Domain3	CDH17_Domain2	43	-5
CDHR1_Domain3	CDH17_Domain5	43	-1
CELSR3_Domain4	CDH17_Domain3	85	9
CELSR3_Domain4	CDH17_Domain6	75	4
CELSR3_Domain4	CDH17_Domain1	64	8
DCHS1_Domain27	CDH17_Domain4	46	0
FAT1_Domain9	CDH17_Domain6	88	4
FAT1_Domain9	CDH17_Domain3	84	9
FAT1_Domain9	CDH17_Domain1	71	8
FAT1_Domain9	CDH17_Domain4	29	-7
PCDH11Y_Domain5	CDH17_Domain3	89	8
PCDH19_Domain1	CDH17_Domain1	47	11
PCDH19_Domain1	CDH17_Domain3	43	12
PCDHA1_Domain1	CDH17_Domain3	58	8
PCDHA1_Domain1	CDH17_Domain1	52	7
PCDHA1_Domain1	CDH17_Domain4	42	-5
PCDHA2_Domain3	CDH17_Domain6	99	7
PCDHA2_Domain3	CDH17_Domain1	65	11
PCDHA7_Domain5	CDH17_Domain3	76	14
PCDHB10_Domain1	CDH17_Domain1	43	2
PCDHB10_Domain1	CDH17_Domain4	40	-10
PCDHB10_Domain1	CDH17_Domain3	38	3
PCDHB15_Domain3	CDH17_Domain4	43	-8
PCDHB15_Domain3	CDH17_Domain1	42	4
PCDHB15_Domain3	CDH17_Domain3	41	5
PCDHB7_Domain3	CDH17_Domain1	47	4
PCDHB7_Domain3	CDH17_Domain3	39	5
PCDHB7_Domain3	CDH17_Domain2	35	-10
CDH1_Domain1	CDH17_Domain1	85	11
CDH1_Domain1	CDH17_Domain3	83	12
CDH1_Domain1	CDH17_Domain6	50	7
CDH1_Domain1	CDH17_Domain5	32	-4
CDH16_Domain3	CDH17_Domain3	124	-1
CDH16_Domain3	CDH17_Domain6	73	-6
CDH23_Domain2	CDH17_Domain2	41	2
CDH23_Domain2	CDH17_Domain5	39	-1
CDH23_Domain2	CDH17_Domain6	39	0
CDH4_Domain2	CDH17_Domain4	99	0
CDH4_Domain2	CDH17_Domain2	88	2
CDH4_Domain2	CDH17_Domain3	37	19
CELSR3_Domain5	CDH17_Domain4	54	-7
CELSR3_Domain5	CDH17_Domain6	43	0
CELSR3_Domain5	CDH17_Domain1	31	5
FAT1_Domain10	CDH17_Domain1	56	9
FAT1_Domain10	CDH17_Domain3	55	10
FAT1_Domain10	CDH17_Domain4	20	0
PCDH11Y_Domain6	CDH17_Domain1	87	6
PCDH11Y_Domain6	CDH17_Domain3	67	7
PCDH11Y_Domain6	CDH17_Domain4	46	-6
PCDH11Y_Domain6	CDH17_Domain6	27	0
PCDH19_Domain2	CDH17_Domain1	91	12
PCDH19_Domain2	CDH17_Domain3	63	13
PCDH19_Domain2	CDH17_Domain4	26	-22
PCDHA1_Domain2	CDH17_Domain1	60	-11
PCDHA1_Domain2	CDH17_Domain7	48	-21
PCDHA1_Domain2	CDH17_Domain3	46	-10
PCDHA1_Domain2	CDH17_Domain4	40	-23
PCDHA2_Domain4	CDH17_Domain1	67	8
PCDHA2_Domain4	CDH17_Domain3	53	9
PCDHB10_Domain2	CDH17_Domain6	65	4
PCDHB15_Domain4	CDH17_Domain1	71	3
PCDHB15_Domain4	CDH17_Domain3	40	4
PCDHB15_Domain4	CDH17_Domain2	28	-13
CDH1_Domain2	CDH17_Domain2	50	3
CDH16_Domain4	CDH17_Domain4	49	0
CDH16_Domain4	CDH17_Domain2	45	-2
CDH16_Domain4	CDH17_Domain3	39	13
CDH23_Domain3	CDH17_Domain1	24	0
CDH4_Domain3	CDH17_Domain5	131	-2
CDHR1_Domain5	CDH17_Domain6	52	3
CDHR1_Domain5	CDH17_Domain3	36	8
CELSR3_Domain6	CDH17_Domain3	51	7
FAT2_Domain4	CDH17_Domain5	39	-1
FAT2_Domain4	CDH17_Domain4	35	0
NTRK2_Domain5	CDH17_Domain4	30	65
PCDH11Y_Domain7	CDH17_Domain1	27	17
PCDH19_Domain3	CDH17_Domain3	63	12
PCDHA1_Domain3	CDH17_Domain3	71	12
PCDHA1_Domain3	CDH17_Domain1	55	11
PCDHA1_Domain3	CDH17_Domain4	25	0
PCDHA2_Domain5	CDH17_Domain3	78	14
PCDHA8_Domain1	CDH17_Domain3	48	8
PCDHA8_Domain1	CDH17_Domain1	42	7
PCDHA8_Domain1	CDH17_Domain6	22	-3
PCDHB10_Domain3	CDH17_Domain6	48	2
PCDHB10_Domain3	CDH17_Domain3	47	5
PCDHB10_Domain3	CDH17_Domain1	33	4
PCDHB15_Domain5	CDH17_Domain6	78	5
PCDHB7_Domain1	CDH17_Domain4	39	-10
PCDHB7_Domain1	CDH17_Domain3	38	2
CDH16_Domain5	CDH17_Domain5	58	-6
CDH16_Domain5	CDH17_Domain6	31	1
CDH16_Domain5	CDH17_Domain3	28	-7
CDH23_Domain4	CDH17_Domain4	22	1
CDH4_Domain4	CDH17_Domain6	56	3
CDH4_Domain4	CDH17_Domain4	43	-1
CELSR3_Domain7	CDH17_Domain3	82	10
CELSR3_Domain7	CDH17_Domain1	78	9
CELSR3_Domain7	CDH17_Domain5	30	-1
FAT1_Domain12	CDH17_Domain4	60	-11
FAT1_Domain12	CDH17_Domain6	46	0
FAT1_Domain12	CDH17_Domain3	44	5
FAT2_Domain5	CDH17_Domain2	40	2
FAT2_Domain5	CDH17_Domain7	36	-36
PCDH12_Domain1	CDH17_Domain4	48	-1
PCDH12_Domain1	CDH17_Domain1	43	11
PCDH12_Domain1	CDH17_Domain6	30	0
PCDH19_Domain4	CDH17_Domain1	63	7
PCDH19_Domain4	CDH17_Domain4	36	-8
PCDH19_Domain4	CDH17_Domain6	29	-34
PCDHA1_Domain4	CDH17_Domain1	68	8
PCDHA1_Domain4	CDH17_Domain3	53	9
PCDHA8_Domain2	CDH17_Domain1	72	-11
PCDHA8_Domain2	CDH17_Domain3	57	-10
PCDHA8_Domain2	CDH17_Domain7	42	-21
PCDHB10_Domain4	CDH17_Domain1	65	3
PCDHB10_Domain4	CDH17_Domain3	37	4
PCDHB10_Domain4	CDH17_Domain2	30	-13
PCDHB10_Domain4	CDH17_Domain4	28	-61
PCDHB7_Domain2	CDH17_Domain4	39	-4
PCDHB7_Domain2	CDH17_Domain7	34	-2
CDH1_Domain4	CDH17_Domain6	59	3
CDH16_Domain6	CDH17_Domain6	62	-4
CDH16_Domain6	CDH17_Domain4	29	-64
CDH23_Domain5	CDH17_Domain4	52	-8
CDH23_Domain5	CDH17_Domain1	44	4
CDH23_Domain5	CDH17_Domain3	36	5
CDH4_Domain5	CDH17_Domain7	96	0
CELSR3_Domain8	CDH17_Domain3	37	6
CELSR3_Domain8	CDH17_Domain2	33	0
FAT1_Domain13	CDH17_Domain1	50	9
FAT1_Domain13	CDH17_Domain3	35	10
FAT1_Domain13	CDH17_Domain4	24	0
FAT2_Domain6	CDH17_Domain6	72	4
FAT2_Domain6	CDH17_Domain1	55	8
FAT2_Domain6	CDH17_Domain3	52	9
PCDH12_Domain2	CDH17_Domain1	53	12
PCDH12_Domain2	CDH17_Domain3	44	13
PCDH12_Domain2	CDH17_Domain4	36	0
PCDH19_Domain5	CDH17_Domain6	77	9
PCDH19_Domain5	CDH17_Domain3	69	14
PCDH19_Domain5	CDH17_Domain7	28	3
PCDHA1_Domain5	CDH17_Domain3	76	14
PCDHA3_Domain1	CDH17_Domain1	47	7
PCDHA3_Domain1	CDH17_Domain3	46	8
PCDHA3_Domain1	CDH17_Domain4	41	-5
